Date,Currency,Mean,Buy,Sell
12/29/2023,USD,156.4618,156.0118,156.9118
12/28/2023,USD,156.0941,155.6588,156.5294
12/27/2023,USD,155.4706,155.1029,155.8382
12/22/2023,USD,155.0853,154.7294,155.4412
12/21/2023,USD,154.6853,154.3529,155.0176
12/20/2023,USD,154.3868,154.0441,154.7294
12/19/2023,USD,154.1647,153.7676,154.5618
12/18/2023,USD,153.7794,153.5059,154.0529
12/15/2023,USD,153.7382,153.4824,153.9941
12/14/2023,USD,153.3735,153.2735,153.4735
12/13/2023,USD,153.3471,153.2471,153.4471
11/12/2023,USD,153.3412,153.2412,153.4412
8/12/2023,USD,153.3382,153.2382,153.4382
7/12/2023,USD,153.3235,153.2235,153.4235
6/12/2023,USD,153.2882,153.1882,153.3882
5/12/2023,USD,153.2765,153.1765,153.3765
4/12/2023,USD,153.2412,153.1412,153.3412
1/12/2023,USD,153.2353,153.1353,153.3353
11/30/2023,USD,153.15,153.05,153.25
11/29/2023,USD,153.0618,152.9618,153.1618
11/28/2023,USD,152.9706,152.8706,153.0706
11/27/2023,USD,152.9029,152.8029,153.0029
11/24/2023,USD,152.8147,152.7147,152.9147
11/23/2023,USD,152.6912,152.5912,152.7912
11/22/2023,USD,152.5529,152.4529,152.6529
11/21/2023,USD,152.4471,152.3471,152.5471
11/20/2023,USD,152.3382,152.2382,152.4382
11/17/2023,USD,152.2265,152.1265,152.3265
11/16/2023,USD,152.1088,152.0088,152.2088
11/15/2023,USD,151.9353,151.8353,152.0353
11/14/2023,USD,151.8382,151.7382,151.9382
10/11/2023,USD,151.6794,151.5794,151.7794
9/11/2023,USD,151.5324,151.4324,151.6324
8/11/2023,USD,151.3794,151.2794,151.4794
7/11/2023,USD,151.2676,151.1676,151.3676
6/11/2023,USD,151.1647,151.0647,151.2647
3/11/2023,USD,151.0588,150.9588,151.1588
2/11/2023,USD,150.8588,150.7588,150.9588
1/11/2023,USD,150.7029,150.6029,150.8029
10/31/2023,USD,150.5588,150.4588,150.6588
10/30/2023,USD,150.4588,150.3588,150.5588
10/27/2023,USD,150.3618,150.2618,150.4618
10/26/2023,USD,150.2735,150.1735,150.3735
10/25/2023,USD,150.1706,150.0706,150.2706
10/24/2023,USD,150.0735,149.9735,150.1735
10/23/2023,USD,149.9441,149.8441,150.0441
10/19/2023,USD,149.7882,149.6882,149.8882
10/18/2023,USD,149.5824,149.4824,149.6824
10/17/2023,USD,149.4382,149.3382,149.5382
10/16/2023,USD,149.2706,149.1706,149.3706
10/13/2023,USD,149.1324,149.0324,149.2324
12/10/2023,USD,149.0059,148.9059,149.1059
11/10/2023,USD,148.8824,148.7824,148.9824
9/10/2023,USD,148.7941,148.6941,148.8941
6/10/2023,USD,148.6882,148.5882,148.7882
5/10/2023,USD,148.5647,148.4647,148.6647
4/10/2023,USD,148.45,148.35,148.55
3/10/2023,USD,148.3176,148.2176,148.4176
2/10/2023,USD,148.2015,148.1029,148.3
9/29/2023,USD,148.1,148,148.2
9/28/2023,USD,147.9412,147.8412,148.0412
9/27/2023,USD,147.8088,147.7088,147.9088
9/26/2023,USD,147.6412,147.5412,147.7412
9/25/2023,USD,147.4706,147.3706,147.5706
9/22/2023,USD,147.3559,147.2559,147.4559
9/21/2023,USD,147.2647,147.1647,147.3647
9/20/2023,USD,147.1412,147.0412,147.2412
9/19/2023,USD,147.0059,146.9059,147.1059
9/18/2023,USD,146.9059,146.8059,147.0059
9/15/2023,USD,146.7918,146.6918,146.8918
9/14/2023,USD,146.6588,146.5588,146.7588
9/13/2023,USD,146.4912,146.3912,146.5912
12/9/2023,USD,146.3618,146.2618,146.4618
11/9/2023,USD,146.2206,146.1206,146.3206
8/9/2023,USD,146.1353,146.0353,146.2353
7/9/2023,USD,146.0412,145.9412,146.1412
6/9/2023,USD,145.9147,145.8147,146.0147
5/9/2023,USD,145.7559,145.6559,145.8559
4/9/2023,USD,145.6324,145.5324,145.7324
1/9/2023,USD,145.5088,145.4088,145.6088
8/31/2023,USD,145.4059,145.3059,145.5059
8/30/2023,USD,145.2618,145.1618,145.3618
8/29/2023,USD,145.15,145.05,145.25
8/28/2023,USD,144.9941,144.8941,145.0941
8/25/2023,USD,144.8735,144.7735,144.9735
8/24/2023,USD,144.7176,144.6176,144.8176
8/23/2023,USD,144.5559,144.4559,144.6559
8/22/2023,USD,144.4059,144.3059,144.5059
8/21/2023,USD,144.3176,144.2176,144.4176
8/18/2023,USD,144.1824,144.0824,144.2824
8/17/2023,USD,144.0441,143.9441,144.1441
8/16/2023,USD,143.9088,143.8088,144.0088
8/15/2023,USD,143.7588,143.6588,143.8588
8/14/2023,USD,143.6088,143.5088,143.7088
11/8/2023,USD,143.5765,143.4765,143.6765
10/8/2023,USD,143.4441,143.3441,143.5441
9/8/2023,USD,143.2735,143.1735,143.3735
8/8/2023,USD,143.1176,143.0176,143.2176
7/8/2023,USD,142.9882,142.8882,143.0882
4/8/2023,USD,142.8868,142.7882,142.9853
3/8/2023,USD,142.7765,142.6765,142.8765
2/8/2023,USD,142.6412,142.5412,142.7412
1/8/2023,USD,142.5265,142.4265,142.6265
7/31/2023,USD,142.3647,142.2647,142.4647
7/28/2023,USD,142.2971,142.1971,142.3971
7/27/2023,USD,142.2,142.1,142.3
7/26/2023,USD,142.1176,142.0176,142.2176
7/25/2023,USD,141.9985,141.9,142.0971
7/24/2023,USD,141.8426,141.7441,141.9412
7/21/2023,USD,141.7747,141.6747,141.8747
7/20/2023,USD,141.6971,141.5971,141.7971
7/19/2023,USD,141.5912,141.4912,141.6912
7/18/2023,USD,141.4971,141.3971,141.5971
7/17/2023,USD,141.4412,141.3412,141.5412
7/14/2023,USD,141.3824,141.2824,141.4824
7/13/2023,USD,141.2853,141.1853,141.3853
12/7/2023,USD,141.2088,141.1088,141.3088
11/7/2023,USD,141.0647,140.9647,141.1647
10/7/2023,USD,140.9853,140.8853,141.0853
7/7/2023,USD,140.9206,140.8206,141.0206
6/7/2023,USD,140.7824,140.6824,140.8824
5/7/2023,USD,140.7235,140.6235,140.8235
4/7/2023,USD,140.6735,140.5735,140.7735
3/7/2023,USD,140.5735,140.4735,140.6735
6/30/2023,USD,140.5235,140.4235,140.6235
6/29/2023,USD,140.45,140.35,140.55
6/27/2023,USD,140.4441,140.3441,140.5441
6/26/2023,USD,140.4412,140.3412,140.5412
6/23/2023,USD,140.4029,140.3029,140.5029
6/22/2023,USD,140.3059,140.2059,140.4059
6/21/2023,USD,140.2,140.1,140.3
6/20/2023,USD,140.1206,140.0206,140.2206
6/19/2023,USD,140.0412,139.9412,140.1412
6/16/2023,USD,139.8706,139.7706,139.9706
6/15/2023,USD,139.7118,139.6118,139.8118
6/14/2023,USD,139.6276,139.5276,139.7276
6/13/2023,USD,139.4776,139.3776,139.5776
12/6/2023,USD,139.35,139.25,139.45
9/6/2023,USD,139.2235,139.1235,139.3235
8/6/2023,USD,139.1124,139.0124,139.2124
7/6/2023,USD,138.9676,138.8676,139.0676
6/6/2023,USD,138.8735,138.7735,138.9735
5/6/2023,USD,138.7559,138.6559,138.8559
2/6/2023,USD,138.6088,138.5088,138.7088
5/31/2023,USD,138.4912,138.3912,138.5912
5/30/2023,USD,138.4176,138.3176,138.5176
5/29/2023,USD,138.3324,138.2324,138.4324
5/26/2023,USD,138.2529,138.1529,138.3529
5/25/2023,USD,138.1324,138.0324,138.2324
5/24/2023,USD,137.9559,137.8559,138.0559
5/23/2023,USD,137.7618,137.6618,137.8618
5/22/2023,USD,137.6265,137.5265,137.7265
5/19/2023,USD,137.4912,137.3912,137.5912
5/18/2023,USD,137.3735,137.2735,137.4735
5/17/2023,USD,137.2382,137.1382,137.3382
5/16/2023,USD,137.1029,137.0029,137.2029
5/15/2023,USD,136.9794,136.8794,137.0794
12/5/2023,USD,136.8765,136.7765,136.9765
11/5/2023,USD,136.7912,136.6912,136.8912
10/5/2023,USD,136.6765,136.5765,136.7765
9/5/2023,USD,136.5853,136.4853,136.6853
8/5/2023,USD,136.4676,136.3676,136.5676
5/5/2023,USD,136.3971,136.2971,136.4971
4/5/2023,USD,136.2618,136.1618,136.3618
3/5/2023,USD,136.1529,136.0529,136.2529
2/5/2023,USD,136.0176,135.9176,136.1176
4/28/2023,USD,135.9118,135.8118,136.0118
4/27/2023,USD,135.8324,135.7324,135.9324
4/26/2023,USD,135.6588,135.5588,135.7588
4/25/2023,USD,135.4824,135.3824,135.5824
4/24/2023,USD,135.3147,135.2147,135.4147
4/20/2023,USD,135.1912,135.0912,135.2912
4/19/2023,USD,134.9735,134.8735,135.0735
4/18/2023,USD,134.7382,134.6382,134.8382
4/17/2023,USD,134.5676,134.4676,134.6676
4/14/2023,USD,134.3529,134.2529,134.4529
4/13/2023,USD,133.9529,133.8529,134.0529
12/4/2023,USD,133.7235,133.6235,133.8235
11/4/2023,USD,133.5882,133.4882,133.6882
6/4/2023,USD,133.3,133.2,133.4
5/4/2023,USD,132.9412,132.8412,133.0412
4/4/2023,USD,132.6735,132.5735,132.7735
3/4/2023,USD,132.5206,132.4206,132.6206
3/31/2023,USD,132.3324,132.2324,132.4324
3/30/2023,USD,132.1265,132.0265,132.2265
3/29/2023,USD,131.7765,131.6765,131.8765
3/28/2023,USD,131.5294,131.4294,131.6294
3/27/2023,USD,131.3971,131.2971,131.4971
3/24/2023,USD,131.2735,131.1735,131.3735
3/23/2023,USD,130.9941,130.8941,131.0941
3/22/2023,USD,130.6176,130.5176,130.7176
3/21/2023,USD,130.3206,130.2206,130.4206
3/20/2023,USD,130.0088,129.9088,130.1088
3/17/2023,USD,129.8824,129.7824,129.9824
3/16/2023,USD,129.7618,129.6618,129.8618
3/15/2023,USD,129.5882,129.4882,129.6882
3/14/2023,USD,129.4529,129.3529,129.5529
3/13/2023,USD,129.2412,129.1412,129.3412
10/3/2023,USD,128.8882,128.7882,128.9882
9/3/2023,USD,128.5912,128.4912,128.6912
8/3/2023,USD,128.3618,128.2618,128.4618
7/3/2023,USD,128.1088,128.0088,128.2088
6/3/2023,USD,127.7559,127.6559,127.8559
3/3/2023,USD,127.5441,127.4441,127.6441
2/3/2023,USD,127.2941,127.1941,127.3941
1/3/2023,USD,127.0794,126.9794,127.1794
2/28/2023,USD,126.8529,126.7529,126.9529
2/27/2023,USD,126.6147,126.5147,126.7147
2/24/2023,USD,126.4294,126.3294,126.5294
2/23/2023,USD,126.2676,126.1676,126.3676
2/22/2023,USD,126.0794,125.9794,126.1794
2/21/2023,USD,125.9353,125.8353,126.0353
2/20/2023,USD,125.7706,125.6706,125.8706
2/17/2023,USD,125.6265,125.5265,125.7265
2/16/2023,USD,125.5235,125.4235,125.6235
2/15/2023,USD,125.3824,125.2824,125.4824
2/14/2023,USD,125.2735,125.1735,125.3735
2/13/2023,USD,125.1882,125.0882,125.2882
10/2/2023,USD,125.0765,124.9765,125.1765
9/2/2023,USD,124.9824,124.8824,125.0824
8/2/2023,USD,124.8794,124.7794,124.9794
7/2/2023,USD,124.8,124.7,124.9
6/2/2023,USD,124.6618,124.5618,124.7618
3/2/2023,USD,124.5941,124.4941,124.6941
2/2/2023,USD,124.5235,124.4235,124.6235
1/2/2023,USD,124.4765,124.3765,124.5765
1/31/2023,USD,124.4029,124.3029,124.5029
1/30/2023,USD,124.3912,124.2912,124.4912
1/27/2023,USD,124.35,124.25,124.45
1/26/2023,USD,124.3,124.2,124.4
1/25/2023,USD,124.2471,124.1471,124.3471
1/24/2023,USD,124.1735,124.0735,124.2735
1/23/2023,USD,124.1265,124.0265,124.2265
1/20/2023,USD,124.0941,123.9941,124.1941
1/19/2023,USD,124.05,123.95,124.15
1/18/2023,USD,124.0088,123.9088,124.1088
1/17/2023,USD,123.9441,123.8441,124.0441
1/16/2023,USD,123.8912,123.7912,123.9912
1/13/2023,USD,123.8353,123.7353,123.9353
12/1/2023,USD,123.7794,123.6794,123.8794
11/1/2023,USD,123.7176,123.6176,123.8176
10/1/2023,USD,123.6471,123.5471,123.7471
9/1/2023,USD,123.5882,123.4882,123.6882
6/1/2023,USD,123.5471,123.4471,123.6471
5/1/2023,USD,123.4824,123.3824,123.5824
4/1/2023,USD,123.4412,123.3412,123.5412
3/1/2023,USD,123.4235,123.3235,123.5235
12/30/2022,USD,123.3735,123.2735,123.4735
12/29/2022,USD,123.3294,123.2294,123.4294
12/28/2022,USD,123.2588,123.1588,123.3588
12/23/2022,USD,123.2088,123.1088,123.3088
12/22/2022,USD,123.1647,123.0647,123.2647
12/21/2022,USD,123.1441,123.0441,123.2441
12/20/2022,USD,123.0941,122.9941,123.1941
12/19/2022,USD,123.0471,122.9471,123.1471
12/16/2022,USD,122.9882,122.8882,123.0882
12/15/2022,USD,122.9412,122.8412,123.0412
12/14/2022,USD,122.8971,122.7971,122.9971
12/13/2022,USD,122.8382,122.7382,122.9382
9/12/2022,USD,122.7912,122.6912,122.8912
8/12/2022,USD,122.7382,122.6382,122.8382
7/12/2022,USD,122.6853,122.5853,122.7853
6/12/2022,USD,122.6324,122.5324,122.7324
5/12/2022,USD,122.5912,122.4912,122.6912
2/12/2022,USD,122.5324,122.4324,122.6324
1/12/2022,USD,122.5,122.4,122.6
11/30/2022,USD,122.4471,122.3471,122.5471
11/29/2022,USD,122.3765,122.2765,122.4765
11/28/2022,USD,122.3353,122.2353,122.4353
11/25/2022,USD,122.2794,122.1794,122.3794
11/24/2022,USD,122.2294,122.1294,122.3294
11/23/2022,USD,122.1824,122.0824,122.2824
11/22/2022,USD,122.1265,122.0265,122.2265
11/21/2022,USD,122.0794,121.9794,122.1794
11/18/2022,USD,122.0294,121.9294,122.1294
11/17/2022,USD,121.9794,121.8794,122.0794
11/16/2022,USD,121.9294,121.8294,122.0294
11/15/2022,USD,121.8971,121.7971,121.9971
11/14/2022,USD,121.8265,121.7265,121.9265
11/11/2022,USD,121.7824,121.6824,121.8824
10/11/2022,USD,121.7382,121.6382,121.8382
9/11/2022,USD,121.6706,121.5706,121.7706
8/11/2022,USD,121.6118,121.5118,121.7118
7/11/2022,USD,121.5382,121.4382,121.6382
4/11/2022,USD,121.4971,121.3971,121.5971
3/11/2022,USD,121.4529,121.3529,121.5529
2/11/2022,USD,121.4147,121.3147,121.5147
1/11/2022,USD,121.3794,121.2794,121.4794
10/31/2022,USD,121.3324,121.2324,121.4324
10/28/2022,USD,121.3118,121.2118,121.4118
10/27/2022,USD,121.2735,121.1735,121.3735
10/26/2022,USD,121.2324,121.1324,121.3324
10/25/2022,USD,121.1941,121.0941,121.2941
10/24/2022,USD,121.1676,121.0676,121.2676
10/21/2022,USD,121.1353,121.0353,121.2353
10/19/2022,USD,121.1059,121.0059,121.2059
10/18/2022,USD,121.0706,120.9706,121.1706
10/17/2022,USD,121.0306,120.9306,121.1306
10/14/2022,USD,120.9735,120.8735,121.0735
10/13/2022,USD,120.9353,120.8353,121.0353
12/10/2022,USD,120.9118,120.8118,121.0118
11/10/2022,USD,120.8647,120.7647,120.9647
7/10/2022,USD,120.85,120.75,120.95
6/10/2022,USD,120.8235,120.7235,120.9235
5/10/2022,USD,120.8059,120.7059,120.9059
4/10/2022,USD,120.7882,120.6882,120.8882
3/10/2022,USD,120.7765,120.6765,120.8765
9/30/2022,USD,120.7324,120.6324,120.8324
9/29/2022,USD,120.6971,120.5971,120.7971
9/28/2022,USD,120.6735,120.5735,120.7735
9/27/2022,USD,120.6235,120.5235,120.7235
9/26/2022,USD,120.5971,120.4971,120.6971
9/23/2022,USD,120.56,120.46,120.66
9/22/2022,USD,120.5424,120.4424,120.6424
9/21/2022,USD,120.4982,120.3982,120.5982
9/20/2022,USD,120.4559,120.3559,120.5559
9/19/2022,USD,120.4294,120.3294,120.5294
9/16/2022,USD,120.4106,120.3106,120.5106
9/15/2022,USD,120.4118,120.3118,120.5118
9/14/2022,USD,120.3706,120.2706,120.4706
12/9/2022,USD,120.3353,120.2353,120.4353
9/9/2022,USD,120.3059,120.2059,120.4059
8/9/2022,USD,120.2824,120.1824,120.3824
7/9/2022,USD,120.2618,120.1618,120.3618
6/9/2022,USD,120.2206,120.1206,120.3206
5/9/2022,USD,120.1847,120.0847,120.2847
2/9/2022,USD,120.1176,120.0176,120.2176
1/9/2022,USD,120.0529,119.9529,120.1529
8/31/2022,USD,120.0129,119.9129,120.1129
8/30/2022,USD,119.9794,119.8794,120.0794
8/29/2022,USD,119.9294,119.8294,120.0294
8/26/2022,USD,119.9059,119.8059,120.0059
8/25/2022,USD,119.8576,119.7576,119.9576
8/24/2022,USD,119.8029,119.7029,119.9029
8/23/2022,USD,119.7206,119.6206,119.8206
8/22/2022,USD,119.6294,119.5294,119.7294
8/19/2022,USD,119.5735,119.4735,119.6735
8/18/2022,USD,119.4735,119.3735,119.5735
8/17/2022,USD,119.45,119.35,119.55
8/16/2022,USD,119.4147,119.3147,119.5147
8/15/2022,USD,119.3559,119.2559,119.4559
12/8/2022,USD,119.3118,119.2118,119.4118
11/8/2022,USD,119.2412,119.1412,119.3412
10/8/2022,USD,119.1735,119.0735,119.2735
8/8/2022,USD,119.1265,119.0265,119.2265
5/8/2022,USD,119.0912,118.9912,119.1912
4/8/2022,USD,119.0324,118.9324,119.1324
3/8/2022,USD,118.9941,118.8941,119.0941
2/8/2022,USD,118.9118,118.8118,119.0118
1/8/2022,USD,118.85,118.75,118.95
7/29/2022,USD,118.8,118.7,118.9
7/28/2022,USD,118.7588,118.6588,118.8588
7/27/2022,USD,118.7176,118.6176,118.8176
7/26/2022,USD,118.6588,118.5588,118.7588
7/25/2022,USD,118.6206,118.5206,118.7206
7/22/2022,USD,118.5706,118.4706,118.6706
7/21/2022,USD,118.5206,118.4206,118.6206
7/20/2022,USD,118.4529,118.3529,118.5529
7/19/2022,USD,118.3882,118.2882,118.4882
7/18/2022,USD,118.3324,118.2324,118.4324
7/15/2022,USD,118.2718,118.1718,118.3718
7/14/2022,USD,118.2306,118.1306,118.3306
7/13/2022,USD,118.1794,118.0794,118.2794
12/7/2022,USD,118.1324,118.0324,118.2324
8/7/2022,USD,118.0706,117.9735,118.1676
7/7/2022,USD,118.0324,117.9324,118.1324
6/7/2022,USD,117.9941,117.8941,118.0941
5/7/2022,USD,117.9529,117.8529,118.0529
4/7/2022,USD,117.8971,117.7971,117.9971
1/7/2022,USD,117.8735,117.7735,117.9735
6/30/2022,USD,117.8324,117.7324,117.9324
6/29/2022,USD,117.7912,117.6912,117.8912
6/28/2022,USD,117.7029,117.6029,117.8029
6/27/2022,USD,117.6941,117.5941,117.7941
6/24/2022,USD,117.6559,117.5559,117.7559
6/23/2022,USD,117.5706,117.4706,117.6706
6/22/2022,USD,117.5059,117.4059,117.6059
6/21/2022,USD,117.4353,117.3353,117.5353
6/20/2022,USD,117.3971,117.2971,117.4971
6/17/2022,USD,117.3265,117.2265,117.4265
6/16/2022,USD,117.2853,117.1853,117.3853
6/15/2022,USD,117.2353,117.1353,117.3353
6/14/2022,USD,117.1676,117.0676,117.2676
6/13/2022,USD,117.1,117,117.2
10/6/2022,USD,117.0471,116.9471,117.1471
9/6/2022,USD,117.01,116.91,117.11
8/6/2022,USD,116.95,116.85,117.05
7/6/2022,USD,116.9,116.8,117
6/6/2022,USD,116.8482,116.7482,116.9482
3/6/2022,USD,116.8306,116.7306,116.9306
2/6/2022,USD,116.81,116.71,116.91
5/31/2022,USD,116.7382,116.6382,116.8382
5/30/2022,USD,116.7147,116.6147,116.8147
5/27/2022,USD,116.6868,116.5882,116.7853
5/26/2022,USD,116.6165,116.5165,116.7165
5/25/2022,USD,116.5794,116.4794,116.6794
5/24/2022,USD,116.5176,116.4176,116.6176
5/23/2022,USD,116.4706,116.3706,116.5706
5/20/2022,USD,116.4059,116.3059,116.5059
5/19/2022,USD,116.3735,116.2765,116.4706
5/18/2022,USD,116.3176,116.2176,116.4176
5/17/2022,USD,116.2441,116.1441,116.3441
5/16/2022,USD,116.1735,116.0735,116.2735
5/13/2022,USD,116.1235,116.0235,116.2235
12/5/2022,USD,116.0971,115.9971,116.1971
11/5/2022,USD,116.0676,115.9676,116.1676
10/5/2022,USD,115.9959,115.8959,116.0959
9/5/2022,USD,115.9459,115.8459,116.0459
6/5/2022,USD,115.9047,115.8047,116.0047
5/5/2022,USD,115.8441,115.7441,115.9441
4/5/2022,USD,115.8059,115.7059,115.9059
4/28/2022,USD,115.7735,115.6735,115.8735
4/27/2022,USD,115.7412,115.6412,115.8412
4/26/2022,USD,115.6971,115.5971,115.7971
4/25/2022,USD,115.6529,115.5529,115.7529
4/22/2022,USD,115.5971,115.4971,115.6971
4/21/2022,USD,115.5441,115.4441,115.6441
4/20/2022,USD,115.5059,115.4059,115.6059
4/19/2022,USD,115.4847,115.3847,115.5847
4/14/2022,USD,115.4382,115.3382,115.5382
4/13/2022,USD,115.4088,115.3088,115.5088
12/4/2022,USD,115.3765,115.2765,115.4765
11/4/2022,USD,115.3324,115.2324,115.4324
8/4/2022,USD,115.2882,115.1882,115.3882
7/4/2022,USD,115.1941,115.0941,115.2941
6/4/2022,USD,115.1206,115.0206,115.2206
5/4/2022,USD,115.0969,114.9969,115.1969
4/4/2022,USD,115.0375,114.9375,115.1375
1/4/2022,USD,114.995,114.895,115.095
3/31/2022,USD,114.9513,114.8512,115.0512
3/30/2022,USD,114.8731,114.7731,114.9731
3/29/2022,USD,114.825,114.725,114.925
3/28/2022,USD,114.7529,114.6529,114.8529
3/25/2022,USD,114.6853,114.5853,114.7853
3/24/2022,USD,114.6,114.5,114.7
3/23/2022,USD,114.4971,114.3971,114.5971
3/22/2022,USD,114.4353,114.3353,114.5353
3/21/2022,USD,114.3953,114.2953,114.4953
3/18/2022,USD,114.3806,114.2806,114.4806
3/17/2022,USD,114.3144,114.2159,114.4129
3/16/2022,USD,114.2865,114.1865,114.3865
3/15/2022,USD,114.2324,114.1324,114.3324
3/14/2022,USD,114.1853,114.0853,114.2853
11/3/2022,USD,114.1794,114.0794,114.2794
10/3/2022,USD,114.1353,114.0353,114.2353
9/3/2022,USD,114.0753,113.9753,114.1753
8/3/2022,USD,114.0129,113.9129,114.1129
7/3/2022,USD,113.9471,113.8471,114.0471
4/3/2022,USD,113.9147,113.8147,114.0147
3/3/2022,USD,113.8894,113.7894,113.9894
2/3/2022,USD,113.8529,113.7529,113.9529
1/3/2022,USD,113.8412,113.7412,113.9412
2/28/2022,USD,113.8353,113.7353,113.9353
2/25/2022,USD,113.8206,113.7206,113.9206
2/24/2022,USD,113.8,113.7,113.9
2/23/2022,USD,113.7424,113.6424,113.8424
2/22/2022,USD,113.6941,113.5941,113.7941
2/21/2022,USD,113.6882,113.5882,113.7882
2/18/2022,USD,113.6735,113.5735,113.7735
2/17/2022,USD,113.6382,113.5382,113.7382
2/16/2022,USD,113.6353,113.5353,113.7353
2/15/2022,USD,113.6294,113.5294,113.7294
2/14/2022,USD,113.6265,113.5265,113.7265
11/2/2022,USD,113.6265,113.5265,113.7265
10/2/2022,USD,113.6265,113.5265,113.7265
9/2/2022,USD,113.6265,113.5265,113.7265
8/2/2022,USD,113.6206,113.5206,113.7206
7/2/2022,USD,113.6088,113.5088,113.7088
4/2/2022,USD,113.6029,113.5029,113.7029
3/2/2022,USD,113.5865,113.4865,113.6865
2/2/2022,USD,113.5765,113.4765,113.6765
1/2/2022,USD,113.5765,113.4765,113.6765
1/31/2022,USD,113.5735,113.4735,113.6735
1/28/2022,USD,113.5706,113.4706,113.6706
1/27/2022,USD,113.5471,113.4471,113.6471
1/26/2022,USD,113.5471,113.4471,113.6471
1/25/2022,USD,113.5382,113.4382,113.6382
1/24/2022,USD,113.5294,113.4294,113.6294
1/21/2022,USD,113.5176,113.4176,113.6176
1/20/2022,USD,113.5,113.4,113.6
1/19/2022,USD,113.4676,113.3676,113.5676
1/18/2022,USD,113.4147,113.3147,113.5147
1/17/2022,USD,113.3941,113.2941,113.4941
1/14/2022,USD,113.3676,113.2676,113.4676
1/13/2022,USD,113.3329,113.2329,113.4329
12/1/2022,USD,113.3118,113.2118,113.4118
11/1/2022,USD,113.2765,113.1765,113.3765
10/1/2022,USD,113.2382,113.1382,113.3382
7/1/2022,USD,113.2206,113.1206,113.3206
6/1/2022,USD,113.1853,113.0853,113.2853
5/1/2022,USD,113.1735,113.0735,113.2735
4/1/2022,USD,113.1559,113.0559,113.2559
3/1/2022,USD,113.1382,113.0382,113.2382
12/31/2021,USD,113.1412,113.0412,113.2412
12/30/2021,USD,113.1265,113.0265,113.2265
12/29/2021,USD,113.1059,113.0059,113.2059
12/28/2021,USD,113.1,113,113.2
12/24/2021,USD,113.0794,112.9794,113.1794
12/23/2021,USD,113.0618,112.9618,113.1618
12/22/2021,USD,113.0471,112.9471,113.1471
12/21/2021,USD,113.0441,112.9441,113.1441
12/20/2021,USD,113.0265,112.9265,113.1265
12/17/2021,USD,113.0059,112.9059,113.1059
12/16/2021,USD,112.9559,112.8559,113.0559
12/15/2021,USD,112.9235,112.8235,113.0235
12/14/2021,USD,112.9147,112.8147,113.0147
10/12/2021,USD,112.8876,112.7876,112.9876
9/12/2021,USD,112.8571,112.7571,112.9571
8/12/2021,USD,112.8088,112.7088,112.9088
7/12/2021,USD,112.7059,112.6059,112.8059
6/12/2021,USD,112.6735,112.5735,112.7735
3/12/2021,USD,112.6265,112.5265,112.7265
2/12/2021,USD,112.5647,112.4647,112.6647
1/12/2021,USD,112.5235,112.4235,112.6235
11/30/2021,USD,112.4882,112.3882,112.5882
11/29/2021,USD,112.4441,112.3441,112.5441
11/26/2021,USD,112.3853,112.2853,112.4853
11/25/2021,USD,112.3647,112.2647,112.4647
11/24/2021,USD,112.35,112.25,112.45
11/23/2021,USD,112.2882,112.1882,112.3882
11/22/2021,USD,112.2529,112.1529,112.3529
11/19/2021,USD,112.1824,112.0824,112.2824
11/18/2021,USD,112.1088,112.0088,112.2088
11/17/2021,USD,112.0118,111.9118,112.1118
11/16/2021,USD,111.9735,111.8735,112.0735
11/15/2021,USD,111.9118,111.8118,112.0118
12/11/2021,USD,111.8147,111.7147,111.9147
11/11/2021,USD,111.7735,111.6735,111.8735
10/11/2021,USD,111.7,111.6,111.8
9/11/2021,USD,111.6541,111.5541,111.7541
8/11/2021,USD,111.5941,111.4941,111.6941
5/11/2021,USD,111.5471,111.4471,111.6471
4/11/2021,USD,111.4382,111.3382,111.5382
3/11/2021,USD,111.3559,111.2559,111.4559
2/11/2021,USD,111.2941,111.1941,111.3941
1/11/2021,USD,111.2441,111.1441,111.3441
10/29/2021,USD,111.2147,111.1147,111.3147
10/28/2021,USD,111.1529,111.0529,111.2529
10/27/2021,USD,111.1471,111.0471,111.2471
10/26/2021,USD,111.1265,111.0265,111.2265
10/25/2021,USD,111.0853,110.9853,111.1853
10/22/2021,USD,111.0559,110.9559,111.1559
10/21/2021,USD,111.0176,110.9176,111.1176
10/19/2021,USD,110.9118,110.8118,111.0118
10/18/2021,USD,110.8941,110.7941,110.9941
10/15/2021,USD,110.8676,110.7676,110.9676
10/14/2021,USD,110.8106,110.7106,110.9106
10/13/2021,USD,110.7694,110.6694,110.8694
12/10/2021,USD,110.7371,110.6371,110.8371
8/10/2021,USD,110.7165,110.6165,110.8165
7/10/2021,USD,110.6929,110.5929,110.7929
6/10/2021,USD,110.6194,110.5194,110.7194
5/10/2021,USD,110.5529,110.4529,110.6529
4/10/2021,USD,110.5088,110.4088,110.6088
1/10/2021,USD,110.4947,110.3947,110.5947
9/30/2021,USD,110.4859,110.3859,110.5859
9/29/2021,USD,110.4494,110.3494,110.5494
9/28/2021,USD,110.4018,110.3018,110.5018
9/27/2021,USD,110.3824,110.2824,110.4824
9/24/2021,USD,110.3765,110.2765,110.4765
9/23/2021,USD,110.3882,110.2882,110.4882
9/22/2021,USD,110.2765,110.1765,110.3765
9/21/2021,USD,110.1971,110.0971,110.2971
