Date,Currency,Mean,Buy,Sell
9/15/2023,EUR,156.5829,156.4494,156.7165
9/14/2023,EUR,157.6344,157.4988,157.77
9/13/2023,EUR,156.9479,156.8171,157.0788
12/9/2023,EUR,157.0341,156.9047,157.1635
11/9/2023,EUR,156.64,156.5076,156.7724
8/9/2023,EUR,156.3929,156.2635,156.5224
7/9/2023,EUR,156.7424,156.6106,156.8741
6/9/2023,EUR,156.6276,156.4959,156.7594
5/9/2023,EUR,157.3691,157.2412,157.4971
4/9/2023,EUR,158.1938,158.0594,158.3282
1/9/2023,EUR,158.1906,158.0553,158.3259
8/31/2023,EUR,158.6924,158.5594,158.8253
8/30/2023,EUR,156.8465,156.7129,156.98
8/29/2023,EUR,156.9853,156.8506,157.12
8/28/2023,EUR,156.7406,156.6112,156.87
8/25/2023,EUR,156.8835,156.7512,157.0159
8/24/2023,EUR,156.5112,156.3753,156.6471
8/23/2023,EUR,157.1619,157.031,157.2929
8/22/2023,EUR,157.2968,157.1612,157.4324
8/21/2023,EUR,156.8309,156.6976,156.9641
8/18/2023,EUR,157.1391,157.0006,157.2776
8/17/2023,EUR,157.2282,157.0959,157.3606
8/16/2023,EUR,157.4306,157.2982,157.5629
8/15/2023,EUR,156.8606,156.7247,156.9965
8/14/2023,EUR,157.5206,157.3912,157.65
11/8/2023,EUR,158.3147,158.18,158.4494
10/8/2023,EUR,157.5074,157.3735,157.6412
9/8/2023,EUR,156.7988,156.6688,156.9288
8/8/2023,EUR,157.3003,157.1653,157.4353
7/8/2023,EUR,157.09,156.9565,157.2235
4/8/2023,EUR,156.2532,156.1176,156.3888
3/8/2023,EUR,156.4471,156.3159,156.5782
2/8/2023,EUR,156.47,156.3418,156.5982
1/8/2023,EUR,157.0988,156.9629,157.2347
7/31/2023,EUR,156.6097,156.4812,156.7382
7/28/2023,EUR,156.68,156.5459,156.8141
7/27/2023,EUR,157.3938,157.2606,157.5271
7/26/2023,EUR,156.8671,156.7347,156.9994
7/25/2023,EUR,157.3912,157.2553,157.5271
7/24/2023,EUR,157.9615,157.8265,158.0965
7/21/2023,EUR,158.6259,158.4918,158.76
7/20/2023,EUR,158.9876,158.8512,159.1241
7/19/2023,EUR,158.9879,158.8488,159.1271
7/18/2023,EUR,158.9871,158.8488,159.1253
7/17/2023,EUR,158.7553,158.6206,158.89
7/14/2023,EUR,158.0832,157.9453,158.2212
7/13/2023,EUR,156.3929,156.2612,156.5247
12/7/2023,EUR,155.1603,155.0294,155.2912
11/7/2023,EUR,154.6947,154.5618,154.8276
10/7/2023,EUR,153.6682,153.5371,153.7994
7/7/2023,EUR,153.3124,153.1812,153.4435
6/7/2023,EUR,153.2979,153.1682,153.4276
5/7/2023,EUR,153.3865,153.2518,153.5212
4/7/2023,EUR,153.4929,153.3659,153.62
3/7/2023,EUR,153.3382,153.2047,153.4718
6/30/2023,EUR,152.9815,152.8524,153.1106
6/29/2023,EUR,154.0021,153.8694,154.1347
6/27/2023,EUR,153.3247,153.1959,153.4535
6/26/2023,EUR,153.1559,153.0288,153.2829
6/23/2023,EUR,154.1718,154.0359,154.3076
6/22/2023,EUR,153.3421,153.2118,153.4724
6/21/2023,EUR,153.0609,152.9324,153.1894
6/20/2023,EUR,153.0806,152.9535,153.2076
6/19/2023,EUR,153.3129,153.1806,153.4453
6/16/2023,EUR,151.8932,151.7582,152.0282
6/15/2023,EUR,151.21,151.0759,151.3441
6/14/2023,EUR,150.7768,150.6471,150.9065
6/13/2023,EUR,150.0785,149.9459,150.2112
12/6/2023,EUR,150.0509,149.9194,150.1824
9/6/2023,EUR,149.6303,149.4994,149.7612
8/6/2023,EUR,149.0718,148.9376,149.2059
7/6/2023,EUR,148.4432,148.3153,148.5712
6/6/2023,EUR,148.5826,148.4541,148.7112
5/6/2023,EUR,149.2176,149.09,149.3453
2/6/2023,EUR,148.0515,147.9218,148.1812
5/31/2023,EUR,148.5426,148.4118,148.6735
5/30/2023,EUR,148.3332,148.2035,148.4629
5/29/2023,EUR,148.3703,148.2418,148.4988
5/26/2023,EUR,148.1297,147.9959,148.2635
5/25/2023,EUR,148.9194,148.7865,149.0524
5/24/2023,EUR,148.5685,148.4388,148.6982
5/23/2023,EUR,149.0062,148.8741,149.1382
5/22/2023,EUR,148.6638,148.5324,148.7953
5/19/2023,EUR,148.5126,148.3835,148.6418
5/18/2023,EUR,148.8106,148.6835,148.9376
5/17/2023,EUR,149.3618,149.2265,149.4971
5/16/2023,EUR,149.1456,149.0159,149.2753
5/15/2023,EUR,149.1862,149.0541,149.3182
12/5/2023,EUR,149.3585,149.2247,149.4924
11/5/2023,EUR,150.2541,150.1224,150.3859
10/5/2023,EUR,149.6965,149.5688,149.8241
9/5/2023,EUR,150.7944,150.6724,150.9165
8/5/2023,EUR,150.0976,149.9653,150.23
5/5/2023,EUR,150.3991,150.2659,150.5324
4/5/2023,EUR,150.4556,150.32,150.5912
3/5/2023,EUR,149.3424,149.2094,149.4753
2/5/2023,EUR,149.6438,149.5112,149.7765
4/28/2023,EUR,149.7215,149.5876,149.8553
4/27/2023,EUR,150.2941,150.1618,150.4265
4/26/2023,EUR,149.1932,149.0624,149.3241
4/25/2023,EUR,149.2115,149.0806,149.3424
4/24/2023,EUR,148.4768,148.3441,148.6094
4/20/2023,EUR,148.1603,148.0265,148.2941
4/19/2023,EUR,147.9609,147.8276,148.0941
4/18/2023,EUR,147.4159,147.2847,147.5471
4/17/2023,EUR,148.4453,148.3165,148.5741
4/14/2023,EUR,148.515,148.3829,148.6471
4/13/2023,EUR,146.9844,146.8518,147.1171
12/4/2023,EUR,145.8944,145.7712,146.0176
11/4/2023,EUR,145.6644,145.5306,145.7982
6/4/2023,EUR,145.8888,145.7588,146.0188
5/4/2023,EUR,145.1991,145.0647,145.3335
4/4/2023,EUR,144.3435,144.2171,144.47
3/4/2023,EUR,144.2921,144.1665,144.4176
3/31/2023,EUR,144.3688,144.2424,144.4953
3/30/2023,EUR,143.4218,143.29,143.5535
3/29/2023,EUR,142.6806,142.5529,142.8082
3/28/2023,EUR,141.7518,141.6229,141.8806
3/27/2023,EUR,141.2088,141.0747,141.3429
3/24/2023,EUR,142.8894,142.76,143.0188
3/23/2023,EUR,141.3288,141.2029,141.4547
3/22/2023,EUR,140.7209,140.5876,140.8541
3/21/2023,EUR,139.4632,139.3371,139.5894
3/20/2023,EUR,138.2485,138.1229,138.3741
3/17/2023,EUR,137.7668,137.6429,137.8906
3/16/2023,EUR,136.9947,136.8735,137.1159
3/15/2023,EUR,138.8626,138.7447,138.9806
3/14/2023,EUR,138.5774,138.45,138.7047
3/13/2023,EUR,137.1388,137.0135,137.2641
10/3/2023,EUR,136.0865,135.95,136.2229
9/3/2023,EUR,135.6035,135.4776,135.7294
8/3/2023,EUR,136.9376,136.8088,137.0665
7/3/2023,EUR,136.4576,136.3329,136.5824
6/3/2023,EUR,135.6738,135.5465,135.8012
3/3/2023,EUR,135.3856,135.2606,135.5106
2/3/2023,EUR,135.8771,135.7518,136.0024
1/3/2023,EUR,134.8335,134.7076,134.9594
2/28/2023,EUR,133.9324,133.8106,134.0541
2/27/2023,EUR,133.89,133.7624,134.0176
2/24/2023,EUR,133.9741,133.8476,134.1006
2/23/2023,EUR,134.2924,134.1641,134.4206
2/22/2023,EUR,134.4568,134.3318,134.5818
2/21/2023,EUR,134.5626,134.4388,134.6865
2/20/2023,EUR,133.6065,133.4812,133.7318
2/17/2023,EUR,134.3482,134.2218,134.4747
2/16/2023,EUR,134.4341,134.3076,134.5606
2/15/2023,EUR,134.8818,134.7547,135.0088
2/14/2023,EUR,133.805,133.6782,133.9318
2/13/2023,EUR,133.8853,133.7606,134.01
10/2/2023,EUR,134.7318,134.6076,134.8559
9/2/2023,EUR,134.1426,134.0176,134.2676
8/2/2023,EUR,133.8185,133.6924,133.9447
7/2/2023,EUR,134.5638,134.4429,134.6847
6/2/2023,EUR,136.2968,136.1665,136.4271
3/2/2023,EUR,136.4094,136.28,136.5388
2/2/2023,EUR,135.5626,135.4324,135.6929
1/2/2023,EUR,134.9229,134.7918,135.0541
1/31/2023,EUR,135.3303,135.2018,135.4588
1/30/2023,EUR,135.3279,135.1971,135.4588
1/27/2023,EUR,135.5991,135.47,135.7282
1/26/2023,EUR,135.2191,135.0853,135.3529
1/25/2023,EUR,135.1997,135.0659,135.3335
1/24/2023,EUR,135.0118,134.8818,135.1418
1/23/2023,EUR,134.335,134.2053,134.4647
1/20/2023,EUR,134.2068,134.0806,134.3329
1/19/2023,EUR,133.8213,133.6912,133.9514
1/18/2023,EUR,134.2853,134.1594,134.4112
1/17/2023,EUR,134.0512,133.9206,134.1818
1/16/2023,EUR,133.9282,133.7959,134.0606
1/13/2023,EUR,133.3156,133.1818,133.4494
12/1/2023,EUR,132.9318,132.8029,133.0606
11/1/2023,EUR,132.7632,132.6347,132.8918
10/1/2023,EUR,132.2112,132.08,132.3424
9/1/2023,EUR,130.1741,130.0471,130.3012
6/1/2023,EUR,131.0882,130.9641,131.2124
5/1/2023,EUR,131.0097,130.8853,131.1341
4/1/2023,EUR,130.6494,130.5241,130.7747
3/1/2023,EUR,131.6574,131.53,131.7847
12/30/2022,EUR,131.2653,131.14,131.3906
12/29/2022,EUR,131.2706,131.1418,131.3994
12/28/2022,EUR,130.7938,130.6671,130.9206
12/23/2022,EUR,130.9265,130.7965,131.0565
12/22/2022,EUR,130.8697,130.7447,130.9947
12/21/2022,EUR,130.5971,130.4647,130.7294
12/20/2022,EUR,130.5626,130.4353,130.69
12/19/2022,EUR,130.7709,130.6441,130.8976
12/16/2022,EUR,130.6297,130.5024,130.7571
12/15/2022,EUR,130.8259,130.6982,130.9535
12/14/2022,EUR,130.6965,130.5753,130.8176
12/13/2022,EUR,129.6341,129.5106,129.7576
9/12/2022,EUR,129.1126,128.9929,129.2324
8/12/2022,EUR,129.0738,128.9488,129.1988
7/12/2022,EUR,128.9059,128.7829,129.0288
6/12/2022,EUR,129.6465,129.5176,129.7753
5/12/2022,EUR,129.2118,129.0847,129.3388
2/12/2022,EUR,128.3256,128.2012,128.45
1/12/2022,EUR,126.9685,126.8476,127.0894
11/30/2022,EUR,127.125,127.0012,127.2488
11/29/2022,EUR,127.9229,127.7953,128.0506
11/28/2022,EUR,127.0835,126.9641,127.2029
11/25/2022,EUR,127.3288,127.2059,127.4518
11/24/2022,EUR,126.2306,126.11,126.3512
11/23/2022,EUR,126.0147,125.8882,126.1412
11/22/2022,EUR,125.3156,125.1965,125.4347
11/21/2022,EUR,126.6691,126.5453,126.7929
11/18/2022,EUR,126.3115,126.1859,126.4371
11/17/2022,EUR,126.9421,126.8159,127.0682
11/16/2022,EUR,126.9665,126.8418,127.0912
11/15/2022,EUR,125.6509,125.5276,125.7741
11/14/2022,EUR,125.2694,125.1465,125.3924
11/11/2022,EUR,122.195,122.0771,122.3129
10/11/2022,EUR,122.3362,122.2182,122.4541
9/11/2022,EUR,121.5888,121.4724,121.7053
8/11/2022,EUR,121.3618,121.2429,121.4806
7/11/2022,EUR,119.4753,119.3594,119.5912
4/11/2022,EUR,118.8459,118.7294,118.9624
3/11/2022,EUR,120.3418,120.2229,120.4606
2/11/2022,EUR,120.4262,120.3047,120.5476
1/11/2022,EUR,120.335,120.2129,120.4571
10/31/2022,EUR,121.0926,120.9776,121.2076
10/28/2022,EUR,121.6441,121.5259,121.7624
10/27/2022,EUR,121.4762,121.3571,121.5953
10/26/2022,EUR,119.9856,119.87,120.1012
10/25/2022,EUR,119.2459,119.1318,119.36
10/24/2022,EUR,118.2618,118.1459,118.3776
10/21/2022,EUR,118.685,118.5659,118.8041
10/19/2022,EUR,119.1753,119.0576,119.2929
10/18/2022,EUR,117.9791,117.86,118.0982
10/17/2022,EUR,118.0559,117.9382,118.1735
10/14/2022,EUR,117.3497,117.2329,117.4665
10/13/2022,EUR,117.3953,117.2794,117.5112
12/10/2022,EUR,117.5347,117.4159,117.6535
11/10/2022,EUR,118.7226,118.6065,118.8388
7/10/2022,EUR,119.5056,119.3871,119.6241
6/10/2022,EUR,119.9215,119.8035,120.0394
5/10/2022,EUR,119.0332,118.9176,119.1488
4/10/2022,EUR,118.3379,118.2224,118.4535
3/10/2022,EUR,118.2485,118.1329,118.3641
9/30/2022,EUR,117.1341,117.0188,117.2494
9/29/2022,EUR,115.6297,115.5159,115.7435
9/28/2022,EUR,116.3812,116.2653,116.4971
9/27/2022,EUR,116.4459,116.3312,116.5606
9/26/2022,EUR,118.2091,118.0918,118.3265
9/23/2022,EUR,119.2303,119.1124,119.3482
9/22/2022,EUR,119.7479,119.6276,119.8682
9/21/2022,EUR,120.4394,120.3188,120.56
9/20/2022,EUR,120.2729,120.1512,120.3947
9/19/2022,EUR,120.2226,120.1041,120.3412
9/16/2022,EUR,120.3279,120.2082,120.4476
9/15/2022,EUR,120.7109,120.5935,120.8282
9/14/2022,EUR,121.7694,121.6471,121.8918
12/9/2022,EUR,120.6388,120.5147,120.7629
9/9/2022,EUR,120.1029,119.9818,120.2241
8/9/2022,EUR,119.2741,119.1541,119.3941
7/9/2022,EUR,119.5024,119.3829,119.6218
6/9/2022,EUR,119.3124,119.1929,119.4318
5/9/2022,EUR,120.1256,120.0071,120.2441
2/9/2022,EUR,120.0232,119.9029,120.1435
1/9/2022,EUR,120.0785,119.9612,120.1959
8/31/2022,EUR,120.0915,119.9724,120.2106
8/30/2022,EUR,119.8932,119.7741,120.0124
8/29/2022,EUR,119.8085,119.6947,119.9224
8/26/2022,EUR,119.5903,119.4718,119.7088
8/25/2022,EUR,119.1259,119.0141,119.2376
8/24/2022,EUR,119.2529,119.1353,119.3706
8/23/2022,EUR,119.845,119.73,119.96
8/22/2022,EUR,120.6194,120.5018,120.7371
8/19/2022,EUR,121.5753,121.4553,121.6953
8/18/2022,EUR,121.3479,121.2247,121.4712
8/17/2022,EUR,121.3479,121.2247,121.4712
8/16/2022,EUR,122.0456,121.9241,122.1671
8/15/2022,EUR,122.59,122.4682,122.7118
12/8/2022,EUR,122.8929,122.7729,123.0129
11/8/2022,EUR,122.3432,122.2235,122.4629
10/8/2022,EUR,121.4894,121.3676,121.6112
8/8/2022,EUR,121.5015,121.3782,121.6247
5/8/2022,EUR,121.3076,121.1859,121.4294
4/8/2022,EUR,121.2065,121.0865,121.3265
3/8/2022,EUR,121.6821,121.5629,121.8012
2/8/2022,EUR,121.8665,121.7476,121.9853
1/8/2022,EUR,121.2209,121.1012,121.3406
7/29/2022,EUR,120.6665,120.5447,120.7882
7/28/2022,EUR,120.5879,120.4682,120.7076
7/27/2022,EUR,120.7962,120.6747,120.9176
7/26/2022,EUR,121.2409,121.1188,121.3629
7/25/2022,EUR,120.7306,120.6094,120.8518
7/22/2022,EUR,120.8756,120.7582,120.9929
7/21/2022,EUR,121.0215,120.9024,121.1406
7/20/2022,EUR,120.6579,120.5365,120.7794
7/19/2022,EUR,119.6141,119.4924,119.7359
7/18/2022,EUR,118.7735,118.6541,118.8929
7/15/2022,EUR,118.6279,118.5059,118.75
7/14/2022,EUR,118.6891,118.5694,118.8088
7/13/2022,EUR,119.0891,118.9712,119.2071
12/7/2022,EUR,119.8841,119.7665,120.0018
8/7/2022,EUR,120.6747,120.56,120.7894
7/7/2022,EUR,121.0612,120.9424,121.18
6/7/2022,EUR,121.9179,121.7976,122.0382
5/7/2022,EUR,123.2059,123.0818,123.33
4/7/2022,EUR,123.2156,123.0924,123.3388
1/7/2022,EUR,123.0626,122.9394,123.1859
6/30/2022,EUR,124.0203,123.8929,124.1476
6/29/2022,EUR,124.6076,124.4829,124.7324
6/28/2022,EUR,124.795,124.0782,125.5118
6/27/2022,EUR,123.9012,123.7735,124.0288
6/24/2022,EUR,123.735,123.6082,123.8618
6/23/2022,EUR,123.6785,123.5524,123.8047
6/22/2022,EUR,123.8768,123.7565,123.9971
6/21/2022,EUR,123.4547,123.3288,123.5806
6/20/2022,EUR,123.1982,123.0735,123.3229
6/17/2022,EUR,122.4168,122.2929,122.5406
6/16/2022,EUR,122.4682,122.3447,122.5918
6/15/2022,EUR,122.8385,122.7141,122.9629
6/14/2022,EUR,123.0994,122.9771,123.2218
6/13/2022,EUR,124.4741,124.3506,124.5976
10/6/2022,EUR,125.3362,125.2129,125.4594
9/6/2022,EUR,125.3159,125.1906,125.4412
8/6/2022,EUR,124.9197,124.7941,125.0453
7/6/2022,EUR,125.4009,125.2782,125.5235
6/6/2022,EUR,125.2668,125.1382,125.3953
3/6/2022,EUR,124.965,124.8382,125.0918
2/6/2022,EUR,125.0865,124.9624,125.2106
5/31/2022,EUR,125.5976,125.4729,125.7224
5/30/2022,EUR,125.0159,124.8882,125.1435
5/27/2022,EUR,124.7635,124.6388,124.8882
5/26/2022,EUR,124.4432,124.3171,124.5694
5/25/2022,EUR,124.5821,124.4565,124.7076
5/24/2022,EUR,123.8694,123.7441,123.9947
5/23/2022,EUR,123.1582,123.0353,123.2812
5/20/2022,EUR,122.5424,122.4194,122.6653
5/19/2022,EUR,122.3385,122.2124,122.4647
5/18/2022,EUR,121.9618,121.8365,122.0871
5/17/2022,EUR,121.2071,121.0824,121.3318
5/16/2022,EUR,121.1082,120.9871,121.2294
5/13/2022,EUR,121.7738,121.6529,121.8947
12/5/2022,EUR,122.3644,122.2471,122.4818
11/5/2022,EUR,122.5156,122.3929,122.6382
10/5/2022,EUR,122.2374,122.1118,122.3629
9/5/2022,EUR,122.3615,122.2335,122.4894
6/5/2022,EUR,122.5347,122.4124,122.6571
5/5/2022,EUR,122.0379,121.9147,122.1612
4/5/2022,EUR,122.1359,122.0118,122.26
4/28/2022,EUR,122.8294,122.7053,122.9535
4/27/2022,EUR,123.8074,123.6824,123.9324
4/26/2022,EUR,124.4344,124.3094,124.5594
4/25/2022,EUR,125.0882,124.9618,125.2147
4/22/2022,EUR,125.6624,125.5376,125.7871
4/21/2022,EUR,125.2621,125.1353,125.3888
4/20/2022,EUR,124.9368,124.81,125.0635
4/19/2022,EUR,125.4838,125.3594,125.6082
4/14/2022,EUR,125.1629,125.0371,125.2888
4/13/2022,EUR,125.5903,125.4653,125.7153
12/4/2022,EUR,125.7674,125.6371,125.8976
11/4/2022,EUR,125.4021,125.2765,125.5276
8/4/2022,EUR,125.7626,125.6359,125.8894
7/4/2022,EUR,125.8965,125.7706,126.0224
6/4/2022,EUR,126.4574,126.3306,126.5841
5/4/2022,EUR,126.7059,126.5782,126.8335
4/4/2022,EUR,127.105,126.9759,127.2341
1/4/2022,EUR,127.7638,127.6324,127.8953
3/31/2022,EUR,127.8018,127.6718,127.9318
3/30/2022,EUR,126.5403,126.4118,126.6688
3/29/2022,EUR,126.14,126.0106,126.2694
3/28/2022,EUR,126.3309,126.2024,126.4594
3/25/2022,EUR,125.9412,125.8159,126.0665
3/24/2022,EUR,125.9694,125.8447,126.0941
3/23/2022,EUR,126.0109,125.8794,126.1424
3/22/2022,EUR,126.3788,126.2524,126.5053
3/21/2022,EUR,126.2562,126.1265,126.3859
3/18/2022,EUR,126.3971,126.2676,126.5265
3/17/2022,EUR,125.9526,125.8271,126.0782
3/16/2022,EUR,125.8426,125.7165,125.9688
3/15/2022,EUR,125.805,125.6794,125.9306
3/14/2022,EUR,126.2012,126.0747,126.3276
11/3/2022,EUR,126.1024,125.9747,126.23
10/3/2022,EUR,124.9891,124.8665,125.1118
9/3/2022,EUR,124.7462,124.6188,124.8735
8/3/2022,EUR,124.59,124.4635,124.7165
7/3/2022,EUR,125.6344,125.5047,125.7641
4/3/2022,EUR,126.7262,126.6,126.8524
3/3/2022,EUR,127.0935,126.9653,127.2218
2/3/2022,EUR,127.7253,127.5971,127.8535
1/3/2022,EUR,127.7291,127.6006,127.8576
2/28/2022,EUR,127.6453,127.5171,127.7735
2/25/2022,EUR,127.7638,127.6365,127.8912
2/24/2022,EUR,129.1156,128.9871,129.2441
2/23/2022,EUR,129.0374,128.9071,129.1676
2/22/2022,EUR,128.9929,128.8688,129.1171
2/21/2022,EUR,129.0818,128.9541,129.2094
2/18/2022,EUR,129.2244,129.0971,129.3518
2/17/2022,EUR,129.2485,129.1182,129.3788
2/16/2022,EUR,129.0685,128.9424,129.1947
2/15/2022,EUR,129,128.8741,129.1259
2/14/2022,EUR,129.4653,129.3382,129.5924
11/2/2022,EUR,129.6138,129.4847,129.7429
10/2/2022,EUR,129.5594,129.4312,129.6876
9/2/2022,EUR,129.5638,129.4394,129.6882
8/2/2022,EUR,129.2729,129.1488,129.3971
7/2/2022,EUR,129.305,129.1782,129.4318
4/2/2022,EUR,128.0776,127.9524,128.2029
3/2/2022,EUR,128.0462,127.9194,128.1729
2/2/2022,EUR,127.6376,127.5118,127.7635
1/2/2022,EUR,127.1009,126.9765,127.2253
1/31/2022,EUR,127.2215,127.0988,127.3441
1/28/2022,EUR,127.3735,127.2488,127.4982
1/27/2022,EUR,128.1053,127.9818,128.2288
1/26/2022,EUR,128.2582,128.1318,128.3847
1/25/2022,EUR,128.5247,128.3947,128.6547
1/24/2022,EUR,128.7115,128.5812,128.8418
1/21/2022,EUR,128.7424,128.6141,128.8706
1/20/2022,EUR,128.6988,128.5735,128.8241
1/19/2022,EUR,129.2059,129.0765,129.3353
1/18/2022,EUR,129.2859,129.1629,129.4088
1/17/2022,EUR,129.5079,129.3794,129.6365
1/14/2022,EUR,129.4921,129.3682,129.6159
1/13/2022,EUR,128.7624,128.6329,128.8918
12/1/2022,EUR,128.4209,128.2935,128.5482
11/1/2022,EUR,128.2515,128.1247,128.3782
10/1/2022,EUR,128.0182,127.8906,128.1459
7/1/2022,EUR,128.0379,127.9071,128.1688
6/1/2022,EUR,128.065,127.9318,128.1982
5/1/2022,EUR,127.8794,127.7482,128.0106
4/1/2022,EUR,128.2671,128.1371,128.3971
3/1/2022,EUR,128.0897,127.9594,128.22
12/31/2021,EUR,127.9932,127.8653,128.1212
12/30/2021,EUR,127.8785,127.7512,128.0059
12/29/2021,EUR,128.0856,127.9624,128.2088
12/28/2021,EUR,128.1188,127.9924,128.2453
12/24/2021,EUR,127.9538,127.8276,128.08
12/23/2021,EUR,127.6785,127.55,127.8071
12/22/2021,EUR,127.6306,127.5,127.7612
12/21/2021,EUR,127.5262,127.3982,127.6541
12/20/2021,EUR,127.9747,127.8435,128.1059
12/17/2021,EUR,127.8721,127.7412,128.0029
12/16/2021,EUR,127.375,127.2476,127.5024
12/15/2021,EUR,127.5679,127.4418,127.6941
12/14/2021,EUR,127.4868,127.3624,127.6112
10/12/2021,EUR,127.6956,127.5682,127.8229
9/12/2021,EUR,127.2606,127.1341,127.3871
8/12/2021,EUR,127.0753,126.9494,127.2012
7/12/2021,EUR,127.3206,127.1947,127.4465
6/12/2021,EUR,127.3953,127.2659,127.5247
3/12/2021,EUR,127.5385,127.4129,127.6641
2/12/2021,EUR,127.4503,127.3235,127.5771
1/12/2021,EUR,127.4935,127.3629,127.6241
11/30/2021,EUR,126.9624,126.8306,127.0941
11/29/2021,EUR,126.6618,126.5353,126.7882
11/26/2021,EUR,126.1515,126.0259,126.2771
11/25/2021,EUR,126.3024,126.1753,126.4294
11/24/2021,EUR,126.4765,126.3524,126.6006
11/23/2021,EUR,126.7853,126.6571,126.9135
11/22/2021,EUR,126.8415,126.7141,126.9688
11/19/2021,EUR,127.1462,127.0171,127.2753
11/18/2021,EUR,126.8859,126.7565,127.0153
11/17/2021,EUR,127.5956,127.4653,127.7259
11/16/2021,EUR,128.2182,128.0929,128.3435
11/15/2021,EUR,128.1229,127.9912,128.2547
12/11/2021,EUR,128.4247,128.2912,128.5582
11/11/2021,EUR,129.2012,129.0706,129.3318
10/11/2021,EUR,129.3188,129.1912,129.4465
9/11/2021,EUR,129.0544,128.9253,129.1835
8/11/2021,EUR,128.8362,128.7071,128.9653
5/11/2021,EUR,128.8635,128.7318,128.9953
4/11/2021,EUR,129.0974,128.9671,129.2276
3/11/2021,EUR,129.1324,128.9982,129.2665
2/11/2021,EUR,128.9885,128.8565,129.1206
1/11/2021,EUR,129.5421,129.41,129.6741
10/29/2021,EUR,129.0803,128.9465,129.2141
10/28/2021,EUR,129.0765,128.9447,129.2082
10/27/2021,EUR,129.0921,128.9624,129.2218
10/26/2021,EUR,129.1035,128.9747,129.2324
10/25/2021,EUR,129.2897,129.1612,129.4182
10/22/2021,EUR,129.3241,129.1953,129.4529
10/21/2021,EUR,129.355,129.2253,129.4847
10/19/2021,EUR,128.6053,128.4735,128.7371
10/18/2021,EUR,128.6426,128.5135,128.7718
10/15/2021,EUR,128.6315,128.5012,128.7618
10/14/2021,EUR,127.9885,127.8529,128.1241
10/13/2021,EUR,127.9071,127.7747,128.0394
12/10/2021,EUR,127.9332,127.8024,128.0641
8/10/2021,EUR,127.8988,127.7688,128.0288
7/10/2021,EUR,127.7847,127.6524,127.9171
6/10/2021,EUR,128.3903,128.2582,128.5224
5/10/2021,EUR,128.6438,128.5135,128.7741
4/10/2021,EUR,128.3429,128.2088,128.4771
1/10/2021,EUR,128.3759,128.2476,128.5041
9/30/2021,EUR,129.0085,128.8782,129.1388
9/29/2021,EUR,129.1147,128.9812,129.2482
9/28/2021,EUR,129.2518,129.1194,129.3841
9/27/2021,EUR,129.4585,129.3259,129.5912
9/24/2021,EUR,129.3276,129.1953,129.46
9/23/2021,EUR,129.4947,129.3612,129.6282
9/22/2021,EUR,129.4391,129.3071,129.5712
9/21/2021,EUR,129.3703,129.2365,129.5041
9/20/2021,EUR,129.7715,129.6376,129.9053
9/17/2021,EUR,129.6676,129.5324,129.8029
9/16/2021,EUR,130.0632,129.9324,130.1941
9/15/2021,EUR,129.8285,129.6929,129.9641
9/14/2021,EUR,129.5332,129.4006,129.6659
9/13/2021,EUR,129.9841,129.8535,130.1147
10/9/2021,EUR,130.0241,129.8906,130.1576
9/9/2021,EUR,130.2662,130.1282,130.4041
8/9/2021,EUR,130.5053,130.3682,130.6424
7/9/2021,EUR,130.5912,130.4529,130.7294
6/9/2021,EUR,130.5856,130.4494,130.7218
3/9/2021,EUR,130.2579,130.1247,130.3912
2/9/2021,EUR,130.0262,129.8918,130.1606
1/9/2021,EUR,130.0532,129.9212,130.1853
8/31/2021,EUR,129.5944,129.4647,129.7241
8/30/2021,EUR,129.1341,129.0018,129.2665
8/27/2021,EUR,129.0982,128.9635,129.2329
8/26/2021,EUR,128.8344,128.7,128.9688
8/25/2021,EUR,128.6844,128.5529,128.8159
8/24/2021,EUR,128.3774,128.2406,128.5141
8/23/2021,EUR,127.9156,127.7841,128.0471
8/20/2021,EUR,128.0912,127.9565,128.2259
8/19/2021,EUR,128.3468,128.2165,128.4771
8/18/2021,EUR,128.745,128.6129,128.8771
8/17/2021,EUR,128.7574,128.6306,128.8841
8/16/2021,EUR,128.3506,128.2171,128.4841
8/13/2021,EUR,128.1094,127.9794,128.2394
12/8/2021,EUR,127.9688,127.8324,128.1053
11/8/2021,EUR,127.7679,127.6347,127.9012
10/8/2021,EUR,127.9809,127.8471,128.1147
9/8/2021,EUR,128.4568,128.3312,128.5824
6/8/2021,EUR,128.7432,128.6112,128.8753
5/8/2021,EUR,129.0541,128.9212,129.1871
4/8/2021,EUR,128.9806,128.8453,129.1159
3/8/2021,EUR,129.0406,128.9082,129.1729
2/8/2021,EUR,129.0259,128.8912,129.1606
7/30/2021,EUR,128.6918,128.5576,128.8259
7/29/2021,EUR,128.24,128.1076,128.3724
7/28/2021,EUR,128.0306,127.8971,128.1641
7/27/2021,EUR,127.9144,127.78,128.0488
7/26/2021,EUR,127.4812,127.3453,127.6171
7/23/2021,EUR,127.6532,127.52,127.7865
7/22/2021,EUR,127.4826,127.3476,127.6176
7/21/2021,EUR,127.6503,127.5141,127.7865
7/19/2021,EUR,127.8124,127.6776,127.9471
7/16/2021,EUR,127.8962,127.7612,128.0312
